Welcome to Producer/Consumer using Locks implementation.
Would you like to use 
1) 5 Producers and 2 Consumers or
Producer 5 placed 181 into the buffer.
Consumer 1 took 827 from the buffer.
Producer 1 placed 679 into the buffer.
Consumer 2 took 896 from the buffer.
Producer 2 placed 262 into the buffer.
Producer 3 placed 539 into the buffer.
Consumer 1 took 626 from the buffer.
Consumer 2 took 269 from the buffer.
Producer 4 placed 932 into the buffer.
Consumer 1 took 361 from the buffer.
Producer 5 placed 459 into the buffer.
Consumer 2 took 299 from the buffer.
Producer 1 placed 913 into the buffer.
Consumer 1 took 687 from the buffer.
Producer 2 placed 243 into the buffer.
Consumer 2 took 680 from the buffer.
Producer 3 placed 323 into the buffer.
Consumer 1 took 897 from the buffer.
Producer 4 placed 152 into the buffer.
Consumer 2 took 181 from the buffer.
Producer 5 placed 629 into the buffer.
Consumer 1 took 679 from the buffer.
Producer 1 placed 787 into the buffer.
Consumer 2 took 262 from the buffer.
Producer 2 placed 499 into the buffer.
Consumer 1 took 539 from the buffer.
Producer 3 placed 262 into the buffer.
Consumer 2 took 932 from the buffer.
Producer 4 placed 238 into the buffer.
Consumer 1 took 459 from the buffer.
Producer 5 placed 162 into the buffer.
Consumer 2 took 913 from the buffer.
Producer 1 placed 0 into the buffer.
Consumer 1 took 243 from the buffer.
Producer 2 placed 476 into the buffer.
Consumer 2 took 323 from the buffer.
Producer 3 placed 184 into the buffer.
Consumer 1 took 152 from the buffer.
Producer 4 placed 611 into the buffer.
Consumer 2 took 629 from the buffer.
Producer 5 placed 147 into the buffer.
Consumer 1 took 787 from the buffer.
Producer 1 placed 866 into the buffer.
Consumer 2 took 499 from the buffer.
Producer 2 placed 972 into the buffer.
Consumer 1 took 262 from the buffer.
Producer 3 placed 951 into the buffer.
Consumer 2 took 238 from the buffer.
Producer 4 placed 766 into the buffer.
Consumer 1 took 162 from the buffer.
Producer 5 placed 586 into the buffer.
Consumer 2 took 0 from the buffer.
Producer 1 placed 860 into the buffer.
Producer 2 placed 714 into the buffer.
Consumer 1 took 476 from the buffer.
Consumer 2 took 184 from the buffer.
Producer 3 placed 989 into the buffer.
Consumer 1 took 611 from the buffer.
Producer 4 placed 443 into the buffer.
Consumer 2 took 147 from the buffer.
Producer 5 placed 74 into the buffer.
Consumer 1 took 866 from the buffer.
Producer 1 placed 196 into the buffer.
Consumer 2 took 972 from the buffer.
Producer 2 placed 390 into the buffer.
Consumer 1 took 951 from the buffer.
Producer 3 placed 294 into the buffer.
Consumer 2 took 766 from the buffer.
Producer 4 placed 182 into the buffer.
Consumer 1 took 586 from the buffer.
Producer 5 placed 192 into the buffer.
Consumer 2 took 860 from the buffer.
Producer 1 placed 997 into the buffer.
Consumer 1 took 714 from the buffer.
Producer 2 placed 494 into the buffer.
Consumer 2 took 989 from the buffer.
Producer 3 placed 679 into the buffer.
Consumer 1 took 443 from the buffer.
Producer 4 placed 122 into the buffer.
Consumer 2 took 74 from the buffer.
Producer 5 placed 472 into the buffer.
Consumer 1 took 196 from the buffer.
Producer 1 placed 181 into the buffer.
Consumer 2 took 390 from the buffer.
Producer 2 placed 557 into the buffer.
Consumer 1 took 294 from the buffer.
Producer 3 placed 20 into the buffer.
Consumer 2 took 182 from the buffer.
Producer 4 placed 375 into the buffer.
Consumer 1 took 192 from the buffer.
Producer 5 placed 255 into the buffer.
Consumer 2 took 997 from the buffer.
Producer 1 placed 296 into the buffer.
Consumer 1 took 494 from the buffer.
Producer 2 placed 528 into the buffer.
Consumer 2 took 679 from the buffer.
Producer 3 placed 214 into the buffer.
Consumer 1 took 122 from the buffer.
Producer 4 placed 323 into the buffer.
Consumer 2 took 472 from the buffer.
Producer 5 placed 706 into the buffer.
Producer 1 placed 480 into the buffer.
Consumer 1 took 181 from the buffer.
Producer 2 placed 895 into the buffer.
Consumer 2 took 557 from the buffer.
Consumer 1 took 20 from the buffer.
Producer 3 placed 47 into the buffer.
Consumer 2 took 375 from the buffer.
Producer 4 placed 59 into the buffer.
Consumer 1 took 255 from the buffer.
Producer 5 placed 113 into the buffer.
Consumer 2 took 296 from the buffer.
Producer 1 placed 182 into the buffer.
Consumer 1 took 528 from the buffer.
Producer 2 placed 583 into the buffer.
Consumer 2 took 214 from the buffer.
Producer 3 placed 977 into the buffer.
Consumer 1 took 323 from the buffer.
Producer 4 placed 858 into the buffer.
Consumer 2 took 706 from the buffer.
Producer 5 placed 881 into the buffer.
Consumer 1 took 480 from the buffer.
Producer 1 placed 421 into the buffer.
Consumer 2 took 895 from the buffer.
Producer 2 placed 144 into the buffer.
Consumer 1 took 47 from the buffer.
Producer 3 placed 119 into the buffer.
Consumer 2 took 59 from the buffer.
Producer 4 placed 31 into the buffer.
Consumer 1 took 113 from the buffer.
Producer 5 placed 226 into the buffer.
Consumer 2 took 182 from the buffer.
Producer 1 placed 69 into the buffer.
Consumer 1 took 583 from the buffer.
Producer 2 placed 588 into the buffer.
Consumer 2 took 977 from the buffer.
Producer 3 placed 941 into the buffer.
Consumer 1 took 858 from the buffer.
Producer 4 placed 826 into the buffer.
Consumer 2 took 881 from the buffer.
Producer 5 placed 761 into the buffer.
Consumer 1 took 421 from the buffer.
Producer 1 placed 867 into the buffer.
Consumer 2 took 144 from the buffer.
Producer 2 placed 389 into the buffer.
Consumer 1 took 119 from the buffer.
Producer 3 placed 488 into the buffer.
Consumer 2 took 31 from the buffer.
Producer 4 placed 757 into the buffer.
Consumer 1 took 226 from the buffer.
Producer 5 placed 146 into the buffer.
Consumer 2 took 69 from the buffer.
Producer 1 placed 167 into the buffer.
Consumer 1 took 588 from the buffer.
Producer 2 placed 643 into the buffer.
Producer 3 placed 507 into the buffer.
Consumer 2 took 941 from the buffer.
Consumer 1 took 826 from the buffer.
Producer 4 placed 187 into the buffer.
Consumer 2 took 761 from the buffer.
Producer 5 placed 890 into the buffer.
Producer 1 placed 516 into the buffer.
Consumer 1 took 867 from the buffer.
Consumer 2 took 389 from the buffer.
Producer 2 placed 715 into the buffer.
Consumer 1 took 488 from the buffer.
Producer 3 placed 892 into the buffer.
Consumer 2 took 757 from the buffer.
Producer 4 placed 473 into the buffer.
Consumer 1 took 146 from the buffer.
Producer 5 placed 818 into the buffer.
Consumer 2 took 167 from the buffer.
Producer 1 placed 535 into the buffer.
Consumer 1 took 643 from the buffer.
Producer 2 placed 478 into the buffer.
Consumer 2 took 507 from the buffer.
Producer 3 placed 636 into the buffer.
Producer 3 has finished producing items.
Consumer 1 took 187 from the buffer.
Producer 4 placed 645 into the buffer.
Consumer 2 took 890 from the buffer.
Producer 5 placed 495 into the buffer.
Consumer 1 took 516 from the buffer.
Producer 1 placed 301 into the buffer.
Consumer 2 took 715 from the buffer.
Producer 2 placed 157 into the buffer.
Consumer 1 took 892 from the buffer.
Producer 4 placed 521 into the buffer.
Producer 4 has finished producing items.
Producer 5 placed 242 into the buffer.
Consumer 2 took 473 from the buffer.
Consumer 1 took 818 from the buffer.
Producer 1 placed 115 into the buffer.
Producer 2 placed 537 into the buffer.
Consumer 2 took 535 from the buffer.
Consumer 1 took 478 from the buffer.
Producer 5 placed 205 into the buffer.
Consumer 2 took 636 from the buffer.
Producer 1 placed 384 into the buffer.
Consumer 1 took 645 from the buffer.
Producer 2 placed 814 into the buffer.
Consumer 2 took 495 from the buffer.
Producer 5 placed 295 into the buffer.
Consumer 1 took 301 from the buffer.
Producer 1 placed 842 into the buffer.
Consumer 2 took 157 from the buffer.
Producer 2 placed 818 into the buffer.
Producer 5 placed 551 into the buffer.
Consumer 1 took 521 from the buffer.
Consumer 2 took 242 from the buffer.
Producer 1 placed 556 into the buffer.
Producer 1 has finished producing items.
Producer 2 placed 556 into the buffer.
Consumer 1 took 115 from the buffer.
Producer 2 has finished producing items.
Consumer 2 took 537 from the buffer.
Producer 5 placed 18 into the buffer.
Producer 5 placed 137 into the buffer.
Consumer 1 took 205 from the buffer.
Consumer 2 took 384 from the buffer.
Producer 5 placed 709 into the buffer.
Consumer 1 took 814 from the buffer.
Producer 5 placed 990 into the buffer.
Producer 5 has finished producing items.
Consumer 2 took 295 from the buffer.
Consumer 1 took 842 from the buffer.
Consumer 2 took 818 from the buffer.
Consumer 1 took 551 from the buffer.
Consumer 2 took 556 from the buffer.
Consumer 1 took 556 from the buffer.
Consumer 2 took 18 from the buffer.
Consumer 1 took 137 from the buffer.
Consumer 2 took 709 from the buffer.
Consumer 1 took 990 from the buffer.
Consumer 2 has finished consuming items.
Consumer 1 has finished consuming items.
Finished execution of 5 Producers and 2 Consumers in: 250.0 seconds.
