Welcome to Producer/Consumer using Locks implementation.
Would you like to use 
1) 5 Producers and 2 Consumers or
Consumer 1 took 396 from the buffer.
Producer 2 placed 704 into the buffer.
Producer 3 placed 907 into the buffer.
Consumer 2 took 124 from the buffer.
Consumer 1 took 64 from the buffer.
Producer 1 placed 551 into the buffer.
Producer 4 placed 776 into the buffer.
Consumer 2 took 291 from the buffer.
Producer 3 placed 393 into the buffer.
Consumer 1 took 308 from the buffer.
Producer 2 placed 519 into the buffer.
Consumer 2 took 850 from the buffer.
Producer 5 placed 670 into the buffer.
Producer 3 placed 265 into the buffer.
Consumer 1 took 456 from the buffer.
Consumer 1 took 380 from the buffer.
Consumer 2 took 702 from the buffer.
Producer 2 placed 299 into the buffer.
Producer 4 placed 169 into the buffer.
Consumer 2 took 907 from the buffer.
Consumer 1 took 704 from the buffer.
Producer 3 placed 246 into the buffer.
Producer 5 placed 796 into the buffer.
Consumer 1 took 551 from the buffer.
Producer 1 placed 344 into the buffer.
Producer 4 placed 26 into the buffer.
Consumer 2 took 776 from the buffer.
Consumer 1 took 393 from the buffer.
Producer 5 placed 382 into the buffer.
Consumer 2 took 519 from the buffer.
Producer 2 placed 116 into the buffer.
Consumer 2 took 670 from the buffer.
Consumer 1 took 265 from the buffer.
Producer 4 placed 593 into the buffer.
Producer 1 placed 853 into the buffer.
Consumer 2 took 299 from the buffer.
Producer 2 placed 791 into the buffer.
Consumer 1 took 169 from the buffer.
Producer 4 placed 220 into the buffer.
Consumer 1 took 796 from the buffer.
Producer 2 placed 38 into the buffer.
Consumer 2 took 246 from the buffer.
Producer 1 placed 883 into the buffer.
Consumer 1 took 344 from the buffer.
Producer 4 placed 892 into the buffer.
Producer 3 placed 926 into the buffer.
Consumer 2 took 26 from the buffer.
Consumer 1 took 382 from the buffer.
Consumer 2 took 116 from the buffer.
Producer 1 placed 222 into the buffer.
Producer 1 placed 119 into the buffer.
Consumer 1 took 593 from the buffer.
Consumer 2 took 853 from the buffer.
Producer 3 placed 909 into the buffer.
Producer 2 placed 419 into the buffer.
Consumer 1 took 791 from the buffer.
Producer 5 placed 390 into the buffer.
Producer 4 placed 774 into the buffer.
Consumer 2 took 220 from the buffer.
Consumer 2 took 883 from the buffer.
Consumer 1 took 38 from the buffer.
Producer 2 placed 132 into the buffer.
Producer 3 placed 538 into the buffer.
Consumer 2 took 892 from the buffer.
Producer 4 placed 579 into the buffer.
Producer 1 placed 537 into the buffer.
Consumer 1 took 926 from the buffer.
Consumer 1 took 222 from the buffer.
Producer 3 placed 566 into the buffer.
Consumer 2 took 119 from the buffer.
Producer 3 placed 164 into the buffer.
Consumer 1 took 909 from the buffer.
Producer 4 placed 803 into the buffer.
Producer 2 placed 143 into the buffer.
Consumer 2 took 419 from the buffer.
Consumer 1 took 390 from the buffer.
Producer 5 placed 750 into the buffer.
Producer 2 placed 191 into the buffer.
Consumer 2 took 774 from the buffer.
Consumer 2 took 538 from the buffer.
Producer 4 placed 783 into the buffer.
Consumer 1 took 132 from the buffer.
Producer 1 placed 212 into the buffer.
Consumer 1 took 537 from the buffer.
Producer 3 placed 643 into the buffer.
Producer 2 placed 643 into the buffer.
Consumer 2 took 579 from the buffer.
Consumer 1 took 566 from the buffer.
Producer 1 placed 164 into the buffer.
Producer 1 placed 212 into the buffer.
Consumer 2 took 164 from the buffer.
Consumer 1 took 803 from the buffer.
Producer 4 placed 935 into the buffer.
Consumer 2 took 143 from the buffer.
Producer 2 placed 461 into the buffer.
Consumer 1 took 750 from the buffer.
Consumer 2 took 191 from the buffer.
Producer 1 placed 699 into the buffer.
Producer 3 placed 747 into the buffer.
Consumer 1 took 783 from the buffer.
Producer 2 placed 868 into the buffer.
Producer 5 placed 375 into the buffer.
Consumer 2 took 212 from the buffer.
Consumer 2 took 643 from the buffer.
Producer 3 placed 109 into the buffer.
Producer 4 placed 141 into the buffer.
Consumer 1 took 643 from the buffer.
Consumer 2 took 164 from the buffer.
Consumer 1 took 212 from the buffer.
Producer 4 placed 748 into the buffer.
Producer 5 placed 973 into the buffer.
Consumer 1 took 935 from the buffer.
Producer 5 placed 196 into the buffer.
Producer 1 placed 630 into the buffer.
Consumer 2 took 461 from the buffer.
Consumer 1 took 747 from the buffer.
Consumer 2 took 699 from the buffer.
Producer 4 placed 218 into the buffer.
Producer 2 placed 115 into the buffer.
Consumer 2 took 375 from the buffer.
Producer 3 placed 308 into the buffer.
Producer 1 placed 64 into the buffer.
Consumer 1 took 868 from the buffer.
Consumer 2 took 109 from the buffer.
Producer 4 placed 88 into the buffer.
Consumer 1 took 141 from the buffer.
Producer 2 placed 197 into the buffer.
Consumer 2 took 973 from the buffer.
Producer 1 placed 144 into the buffer.
Producer 3 placed 54 into the buffer.
Consumer 1 took 748 from the buffer.
Consumer 2 took 630 from the buffer.
Producer 2 placed 488 into the buffer.
Consumer 1 took 196 from the buffer.
Producer 1 placed 585 into the buffer.
Consumer 2 took 115 from the buffer.
Producer 3 placed 368 into the buffer.
Producer 3 placed 560 into the buffer.
Consumer 1 took 218 from the buffer.
Consumer 2 took 64 from the buffer.
Consumer 1 took 308 from the buffer.
Producer 3 placed 302 into the buffer.
Producer 1 placed 660 into the buffer.
Consumer 2 took 197 from the buffer.
Producer 3 placed 171 into the buffer.
Consumer 1 took 88 from the buffer.
Producer 2 placed 351 into the buffer.
Consumer 1 took 54 from the buffer.
Producer 1 placed 685 into the buffer.
Consumer 2 took 144 from the buffer.
Producer 3 placed 360 into the buffer.
Consumer 1 took 488 from the buffer.
Producer 2 placed 923 into the buffer.
Consumer 2 took 585 from the buffer.
Producer 2 placed 281 into the buffer.
Producer 2 has finished producing items.
Consumer 1 took 560 from the buffer.
Producer 3 placed 311 into the buffer.
Consumer 2 took 368 from the buffer.
Producer 4 placed 874 into the buffer.
Consumer 2 took 660 from the buffer.
Producer 1 placed 729 into the buffer.
Consumer 1 took 302 from the buffer.
Producer 3 placed 10 into the buffer.
Producer 3 has finished producing items.
Consumer 2 took 351 from the buffer.
Consumer 1 took 171 from the buffer.
Producer 4 placed 582 into the buffer.
Producer 5 placed 591 into the buffer.
Consumer 2 took 685 from the buffer.
Producer 5 placed 167 into the buffer.
Producer 5 has finished producing items.
Consumer 1 took 360 from the buffer.
Producer 1 placed 731 into the buffer.
Consumer 1 took 923 from the buffer.
Consumer 2 took 281 from the buffer.
Producer 4 placed 751 into the buffer.
Producer 1 placed 127 into the buffer.
Consumer 2 took 874 from the buffer.
Producer 1 placed 543 into the buffer.
Producer 4 placed 247 into the buffer.
Consumer 1 took 311 from the buffer.
Consumer 2 took 729 from the buffer.
Producer 1 placed 525 into the buffer.
Consumer 1 took 10 from the buffer.
Producer 4 placed 706 into the buffer.
Consumer 2 took 582 from the buffer.
Consumer 1 took 591 from the buffer.
Producer 4 placed 146 into the buffer.
Producer 1 placed 552 into the buffer.
Consumer 2 took 731 from the buffer.
Producer 1 placed 956 into the buffer.
Producer 4 placed 547 into the buffer.
Consumer 1 took 167 from the buffer.
Consumer 1 took 127 from the buffer.
Producer 4 placed 870 into the buffer.
Producer 1 placed 156 into the buffer.
Consumer 2 took 751 from the buffer.
Consumer 1 took 247 from the buffer.
Producer 4 placed 991 into the buffer.
Consumer 2 took 543 from the buffer.
Producer 1 placed 733 into the buffer.
Consumer 1 took 525 from the buffer.
Consumer 2 took 706 from the buffer.
Producer 1 placed 477 into the buffer.
Producer 4 placed 77 into the buffer.
Producer 4 has finished producing items.
Consumer 1 took 552 from the buffer.
Producer 1 placed 911 into the buffer.
Consumer 2 took 146 from the buffer.
Producer 1 placed 688 into the buffer.
Consumer 1 took 547 from the buffer.
Producer 1 placed 782 into the buffer.
Producer 1 placed 66 into the buffer.
Consumer 2 took 956 from the buffer.
Consumer 1 took 156 from the buffer.
Producer 1 placed 717 into the buffer.
Consumer 2 took 870 from the buffer.
Producer 1 placed 540 into the buffer.
Consumer 1 took 991 from the buffer.
Producer 1 placed 377 into the buffer.
Consumer 2 took 733 from the buffer.
Producer 1 placed 761 into the buffer.
Producer 1 has finished producing items.
Consumer 1 took 77 from the buffer.
Consumer 2 took 477 from the buffer.
Consumer 1 took 911 from the buffer.
Consumer 2 took 688 from the buffer.
Consumer 1 took 782 from the buffer.
Consumer 2 took 66 from the buffer.
Consumer 1 took 717 from the buffer.
Consumer 2 took 540 from the buffer.
Consumer 1 took 377 from the buffer.
Consumer 2 took 761 from the buffer.
Consumer 1 has finished consuming items.
Consumer 2 has finished consuming items.
Finished execution of 5 Producers and 2 Consumers in: 250.0 seconds.
